Country,Position,Track Name,Artist,Streams,URL
australia,173,Never Really Over,Katy Perry,30315,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
australia,174,The Take (feat. Chris Brown),Tory Lanez,30225,https://open.spotify.com/track/0Odu228D0yGcFySGuxU4rY
australia,175,Take Me To Church,Hozier,30086,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
australia,176,Wow.,Post Malone,30061,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
australia,177,To Die For,Sam Smith,29872,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx
australia,178,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,29726,https://open.spotify.com/track/0JjM9bKm4wrwohMslcm892
australia,179,Painkiller,Ruel,29714,https://open.spotify.com/track/1YlulsUKDduOmC7WxvXYPW
australia,180,Woke Up Late (feat. Hailee Steinfeld),Drax Project,29712,https://open.spotify.com/track/4oPWkP9zQ5ANBbfdHGOvKF
australia,181,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,29669,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
australia,182,What If I Told You That I Love You,Ali Gatie,29669,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi
australia,183,Lose You To Love Me,Selena Gomez,29639,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
australia,184,Lights Up,Harry Styles,29628,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
australia,185,Choir,Guy Sebastian,29573,https://open.spotify.com/track/59zWQR2wQnSlkG4xTTwY9d
australia,186,ocean eyes,Billie Eilish,29391,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
australia,187,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,29300,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
australia,188,Replay,Iyaz,29226,https://open.spotify.com/track/4E5P1XyAFtrjpiIxkydly4
australia,189,Believer,Imagine Dragons,29174,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
australia,190,Khe Sanh - 2011 Remastered,Cold Chisel,29115,https://open.spotify.com/track/0frIZMaQwtdV4Ee8nhB1te
australia,191,Closer,The Chainsmokers,28872,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
australia,192,Better Now,Post Malone,28802,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
australia,193,Redbone,Childish Gambino,28788,https://open.spotify.com/track/0wXuerDYiBnERgIpbb3JBR
australia,194,The Middle,Zedd,28594,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
australia,195,Breakeven,The Script,28534,https://open.spotify.com/track/1fyysXwSGNtMeqMBLwW3SI
australia,196,How Do You Sleep?,Sam Smith,28467,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
australia,197,No Effect,Hooligan Hefs,28453,https://open.spotify.com/track/6Z4vonpOado2slZz4XFf0P
australia,198,Always Remember Us This Way,Lady Gaga,28440,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
australia,199,High Hopes,Panic! At The Disco,28434,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
australia,200,Too Good At Goodbyes,Sam Smith,28429,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
