Country,Position,Track Name,Artist,Streams,URL
brazil,176,Vou Ter Que Superar - Ao Vivo,Matheus & Kauan,73751,https://open.spotify.com/track/6sRLrSetyIwIKhW1eMlUNP
brazil,177,Shape of You,Ed Sheeran,73708,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
brazil,178,Comprei um Lança,Mc Jacare,73576,https://open.spotify.com/track/12v6LfkX9YIR3uLefIAAYZ
brazil,179,Bebi Liguei - Ao Vivo,Marília Mendonça,73427,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3
brazil,180,Não Me Sinto Mal Mais,Sidoka,73271,https://open.spotify.com/track/563yuGweEqRVQtjfsDVRyK
brazil,181,Apaixonadinha - Ao Vivo,Marília Mendonça,72648,https://open.spotify.com/track/0rUL7vUZmCKxB0gS83W3aM
brazil,182,Eu Achei,MC Paulin da Capital,72391,https://open.spotify.com/track/3HWQavBFtwAaXLFdlrc0Ok
brazil,183,Vai Lá,Wesley Safadão,72303,https://open.spotify.com/track/1NFRjwcyR91yN0cLRm8263
brazil,184,Verdinha,Ludmilla,72297,https://open.spotify.com/track/2RMOwSvOGQyy985Vx4VSGQ
brazil,185,Life Is Good (feat. Drake),Future,72275,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
brazil,186,Ride It,Regard,72127,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
brazil,187,Dois Corações,Melim,72100,https://open.spotify.com/track/4xwPOyN9VgaTPehdsLiYul
brazil,188,Dona de mim,IZA,71586,https://open.spotify.com/track/0H8CBal2Dcu5Yc001VotZN
brazil,189,In Your Eyes,The Weeknd,71548,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
brazil,190,Rap Da Akatsuki: Os Ninjas Mais Procurados Do Mundo (Nerd Hits),7 Minutoz,71314,https://open.spotify.com/track/2iNZMMFEii4fU827NTyQ1J
brazil,191,Balão,Orochi,71055,https://open.spotify.com/track/4QFzCjkQl2c7wrzVrOu2sz
brazil,192,Café,Vitão,70587,https://open.spotify.com/track/6i9ToXS6CAfjpp8veBklg1
brazil,193,Cobaia,Lauana Prado,70025,https://open.spotify.com/track/1xyVMQx51Kab6eLVtE6twx
brazil,194,"A boba fui eu - Recorded At Mosh Studios, São Paulo",Ludmilla,70009,https://open.spotify.com/track/4Y7ay3naWoluoOM3xIj1UZ
brazil,195,Manda Áudio,Di Propósito,69864,https://open.spotify.com/track/4nsXVD1xw3BRMFUWx5gQRe
brazil,196,Tempo Perdido,Legião Urbana,69847,https://open.spotify.com/track/7MnT7msJZg3XBAS0OTfGrB
brazil,197,Fica - Bonus Track,ANAVITÓRIA,69667,https://open.spotify.com/track/1qDZnViQgUItsMpWLVwfGb
brazil,198,Amor Atual - Ao Vivo,Henrique & Juliano,69459,https://open.spotify.com/track/3T1POGWalxKOyn204Q3ngk
brazil,199,lovely (with Khalid),Billie Eilish,69019,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
brazil,200,Baila Conmigo (feat. Kelly Ruiz),Dayvi,68949,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG
